cust_id ,trans_id ,trans_date,invoice_nbr,loc_nbr ,sales ,product_category ,payment_method,payment_status
5921,1007154,2021-07-22,100051580,38,2025,Jewellery,Credit Card,completed
5922,1007155,2021-07-23,100051581,41,2150,Men's Clothing,UPI,completed
5923,1007156,2021-07-24,100051582,48,2936,Winter wear,Credit Card,completed
5924,1007157,2021-07-25,100051583,45,934,Women's Clothing,Debit Card,completed
5925,1007158,2021-07-26,100051584,44,4095,Kid's Clothing,Credit Card,completed
5926,1007159,2021-07-27,100051585,24,1348,Beauty,Debit Card,completed
5927,1007160,2021-07-28,100051586,36,921,Bags,UPI,completed
5928,1007161,2021-07-29,100051587,11,2877,Winter wear,Debit Card,completed
5929,1007162,2021-07-30,100051588,43,3543,Women's Clothing,Credit Card,completed
5930,1007163,2021-07-31,100051589,50,2597,Bags,Debit Card,completed
5931,1007164,2021-08-01,100051590,49,3506,Men's Clothing,UPI,completed
5932,1007165,2021-08-02,100051591,42,847,Winter wear,Debit Card,completed
5933,1007166,2021-08-03,100051592,11,4923,Footwear,Debit Card,completed
5934,1007167,2021-08-04,100051593,48,2885,Footwear,UPI,completed
5935,1007168,2021-08-05,100051594,23,2383,Gym wear,UPI,completed
5936,1007169,2021-08-06,100051595,10,2087,Kid's Clothing,Credit Card,completed
5937,1007170,2021-08-07,100051596,47,3021,Kid's Clothing,Debit Card,completed
5938,1007171,2021-08-08,100051597,46,3135,Accessories,Credit Card,completed
5939,1007172,2021-08-09,100051598,8,2789,Footwear,Credit Card,completed
5940,1007173,2021-08-10,100051599,15,2741,Winter wear,UPI,completed
5941,1007174,2021-08-11,100051600,11,4290,Jewellery,Credit Card,completed
5942,1007175,2021-08-12,100051601,42,3376,Jewellery,UPI,completed
5943,1007176,2021-08-13,100051602,15,4839,Accessories,Credit Card,completed
5944,1007177,2021-08-14,100051603,50,4905,Women's Clothing,UPI,completed
5945,1007178,2021-08-15,100051604,18,795,Bags,Debit Card,completed
5946,1007179,2021-08-16,100051605,38,3279,Kid's Clothing,Credit Card,completed
5947,1007180,2021-08-17,100051606,39,2773,Women's Clothing,Debit Card,completed
5948,1007181,2021-08-18,100051607,32,4552,Men's Clothing,Debit Card,completed
5949,1007182,2021-08-19,100051608,37,1564,Winter wear,UPI,completed
5950,1007183,2021-08-20,100051609,10,4726,Women's Clothing,Credit Card,completed
5951,1007184,2021-08-21,100051610,15,500,Men's Clothing,Debit Card,completed
5952,1007185,2021-08-22,100051611,43,911,Men's Clothing,Debit Card,completed
5953,1007186,2021-08-23,100051612,40,282,Beauty,Debit Card,completed
5954,1007187,2021-08-24,100051613,20,1280,Accessories,Credit Card,completed
5955,1007188,2021-08-25,100051614,45,2944,Kid's Clothing,UPI,completed
5956,1007189,2021-08-26,100051615,31,674,Footwear,Debit Card,completed
5957,1007190,2021-08-27,100051616,9,504,Men's Clothing,UPI,completed
5958,1007191,2021-08-28,100051617,46,2105,Kid's Clothing,Credit Card,completed
5959,1007192,2021-08-29,100051618,37,2464,Gym wear,Credit Card,completed
5960,1007193,2021-08-30,100051619,37,4190,Men's Clothing,UPI,completed
5961,1007194,2021-08-31,100051620,26,1138,Footwear,Debit Card,completed
5962,1007195,2021-09-01,100051621,33,1243,Men's Clothing,Debit Card,completed
5963,1007196,2021-09-02,100051622,5,3767,Kid's Clothing,Debit Card,completed
5964,1007197,2021-09-03,100051623,36,1087,Beauty,UPI,completed
5965,1007198,2021-09-04,100051624,44,2920,Jewellery,Debit Card,completed
5966,1007199,2021-09-05,100051625,11,4329,Accessories,Credit Card,completed
5967,1007200,2021-09-06,100051626,48,3606,Beauty,UPI,completed
5968,1007201,2021-09-07,100051627,35,1812,Men's Clothing,Debit Card,completed
5969,1007202,2021-09-08,100051628,32,4700,Footwear,UPI,completed
5970,1007203,2021-09-09,100051629,9,790,Jewellery,Credit Card,completed
5971,1007204,2021-09-10,100051630,17,4841,Men's Clothing,UPI,completed
5972,1007205,2021-09-11,100051631,41,494,Men's Clothing,Debit Card,completed
5973,1007206,2021-09-12,100051632,40,1640,Jewellery,Credit Card,completed
5974,1007207,2021-09-13,100051633,31,674,Beauty,Debit Card,completed
5975,1007208,2021-09-14,100051634,31,428,Kid's Clothing,Debit Card,completed
5976,1007209,2021-09-15,100051635,29,868,Kid's Clothing,Credit Card,completed
5977,1007210,2021-09-16,100051636,34,3942,Bags,Debit Card,completed
5978,1007211,2021-09-17,100051637,25,3712,Jewellery,Debit Card,completed
5979,1007212,2021-09-18,100051638,36,1612,Beauty,Debit Card,completed
5980,1007213,2021-09-19,100051639,30,408,Footwear,Debit Card,completed
5981,1007214,2021-09-20,100051640,8,1138,Beauty,Debit Card,completed
5982,1007215,2021-09-21,100051641,43,4663,Jewellery,Debit Card,completed
5983,1007216,2021-09-22,100051642,32,4270,Jewellery,Credit Card,completed
5984,1007217,2021-09-23,100051643,25,3392,Jewellery,UPI,completed
5985,1007218,2021-09-24,100051644,40,3045,Jewellery,UPI,completed
5986,1007219,2021-09-25,100051645,29,1054,Women's Clothing,Credit Card,completed
5987,1007220,2021-09-26,100051646,20,792,Beauty,Credit Card,completed
5988,1007221,2021-09-27,100051647,6,2367,Accessories,Credit Card,completed
5989,1007222,2021-09-28,100051648,48,254,Accessories,UPI,completed
5990,1007223,2021-09-29,100051649,48,1674,Beauty,UPI,completed
5991,1007224,2021-09-30,100051650,33,1468,Gym wear,Debit Card,completed
5992,1007225,2021-10-01,100051651,33,2929,Women's Clothing,Debit Card,completed
5993,1007226,2021-10-02,100051652,44,1564,Bags,Credit Card,completed
5994,1007227,2021-10-03,100051653,43,761,Kid's Clothing,Credit Card,completed
5995,1007228,2021-10-04,100051654,20,2364,Jewellery,Debit Card,completed
5996,1007229,2021-10-05,100051655,18,1805,Jewellery,UPI,completed
5997,1007230,2021-10-06,100051656,49,3278,Bags,UPI,completed
5998,1007231,2021-10-07,100051657,39,2856,Bags,Credit Card,completed
5999,1007232,2021-10-08,100051658,38,4406,Gym wear,UPI,completed
6000,1007233,2021-10-09,100051659,36,3996,Kid's Clothing,Debit Card,completed
6001,1007234,2021-10-10,100051660,17,344,Bags,Debit Card,completed
6002,1007235,2021-10-11,100051661,43,668,Winter wear,Credit Card,completed
6003,1007236,2021-10-12,100051662,12,2482,Kid's Clothing,Debit Card,completed
6004,1007237,2021-10-13,100051663,22,1919,Beauty,UPI,completed
6005,1007238,2021-10-14,100051664,18,3636,Gym wear,Credit Card,completed
6006,1007239,2021-10-15,100051665,25,3780,Winter wear,Credit Card,completed
6007,1007240,2021-10-16,100051666,35,1016,Kid's Clothing,UPI,completed
6008,1007241,2021-10-17,100051667,37,2453,Women's Clothing,UPI,completed
6009,1007242,2021-10-18,100051668,50,4080,Accessories,UPI,completed
6010,1007243,2021-10-19,100051669,28,1868,Kid's Clothing,Debit Card,completed
6011,1007244,2021-10-20,100051670,34,2681,Accessories,Credit Card,completed
6012,1007245,2021-10-21,100051671,32,4306,Kid's Clothing,Credit Card,completed
6013,1007246,2021-10-22,100051672,39,4539,Footwear,Credit Card,completed
6014,1007247,2021-10-23,100051673,6,1135,Kid's Clothing,UPI,completed
6015,1007248,2021-10-24,100051674,19,2085,Footwear,Debit Card,completed
6016,1007249,2021-10-25,100051675,2,998,Winter wear,Debit Card,completed
6017,1007250,2021-10-26,100051676,29,819,Jewellery,Credit Card,completed
6018,1007251,2021-10-27,100051677,50,3282,Beauty,UPI,completed
6019,1007252,2021-10-28,100051678,9,4105,Beauty,UPI,completed
6020,1007253,2021-10-29,100051679,35,4861,Men's Clothing,Debit Card,completed
6021,1007254,2021-10-30,100051680,36,3056,Accessories,UPI,completed
6022,1007255,2021-10-31,100051681,30,1249,Women's Clothing,Debit Card,completed
6023,1007256,2021-11-01,100051682,6,2888,Footwear,Debit Card,completed
6024,1007257,2021-11-02,100051683,17,2874,Kid's Clothing,UPI,completed
6025,1007258,2021-11-03,100051684,38,3224,Beauty,Credit Card,completed
6026,1007259,2021-11-04,100051685,6,3932,Beauty,Debit Card,completed
6027,1007260,2021-11-05,100051686,3,4275,Jewellery,Credit Card,completed
6028,1007261,2021-11-06,100051687,13,4540,Bags,UPI,completed
6029,1007262,2021-11-07,100051688,16,824,Gym wear,UPI,completed
6030,1007263,2021-11-08,100051689,17,2996,Kid's Clothing,Credit Card,completed
6031,1007264,2021-11-09,100051690,23,1140,Jewellery,Credit Card,completed
6032,1007265,2021-11-10,100051691,20,4905,Gym wear,Debit Card,completed
6033,1007266,2021-11-11,100051692,35,1878,Kid's Clothing,Credit Card,completed
6034,1007267,2021-11-12,100051693,40,3711,Beauty,Debit Card,completed
6035,1007268,2021-11-13,100051694,30,3048,Footwear,UPI,completed
6036,1007269,2021-11-14,100051695,5,3120,Beauty,Debit Card,completed
6037,1007270,2021-11-15,100051696,11,1875,Jewellery,Debit Card,completed
6038,1007271,2021-11-16,100051697,3,1998,Women's Clothing,Credit Card,completed
6039,1007272,2021-11-17,100051698,37,2552,Winter wear,Debit Card,completed
6040,1007273,2021-11-18,100051699,11,3350,Women's Clothing,UPI,completed
6041,1007274,2021-11-19,100051700,43,1192,Gym wear,Debit Card,completed
6042,1007275,2021-11-20,100051701,21,3523,Women's Clothing,UPI,completed
6043,1007276,2021-11-21,100051702,49,4304,Women's Clothing,Credit Card,completed
6044,1007277,2021-11-22,100051703,18,1753,Winter wear,Credit Card,completed
6045,1007278,2021-11-23,100051704,28,4657,Men's Clothing,Debit Card,completed
6046,1007279,2021-11-24,100051705,3,2561,Gym wear,Debit Card,completed
6047,1007280,2021-11-25,100051706,1,1509,Beauty,Debit Card,completed
6048,1007281,2021-11-26,100051707,1,3610,Beauty,UPI,completed
6049,1007282,2021-11-27,100051708,12,2000,Kid's Clothing,Credit Card,completed
6050,1007283,2021-11-28,100051709,48,2221,Bags,Credit Card,completed
6051,1007284,2021-11-29,100051710,31,3050,Men's Clothing,Credit Card,completed
6052,1007285,2021-11-30,100051711,22,4551,Winter wear,Credit Card,completed
6053,1007286,2021-12-01,100051712,42,4911,Kid's Clothing,Credit Card,completed
6054,1007287,2021-12-02,100051713,31,1735,Men's Clothing,UPI,completed
6055,1007288,2021-12-03,100051714,50,299,Bags,Credit Card,completed
6056,1007289,2021-12-04,100051715,11,1689,Gym wear,UPI,completed
6057,1007290,2021-12-05,100051716,49,3536,Footwear,UPI,completed
6058,1007291,2021-12-06,100051717,22,4143,Bags,UPI,completed
6059,1007292,2021-12-07,100051718,25,2423,Jewellery,Debit Card,completed
6060,1007293,2021-12-08,100051719,47,3882,Footwear,Debit Card,completed
6061,1007294,2021-12-09,100051720,35,2135,Gym wear,UPI,completed
6062,1007295,2021-12-10,100051721,5,1676,Women's Clothing,Credit Card,completed
6063,1007296,2021-12-11,100051722,8,4634,Men's Clothing,UPI,completed
6064,1007297,2021-12-12,100051723,23,3595,Men's Clothing,Debit Card,completed
6065,1007298,2021-12-13,100051724,39,4865,Footwear,UPI,completed
6066,1007299,2021-12-14,100051725,20,4731,Bags,Debit Card,completed
6067,1007300,2021-12-15,100051726,42,1439,Gym wear,UPI,completed
6068,1007301,2021-12-16,100051727,37,708,Bags,Credit Card,completed
6069,1007302,2021-12-17,100051728,43,2415,Men's Clothing,UPI,completed
6070,1007303,2021-12-18,100051729,21,1807,Accessories,UPI,completed
6071,1007304,2021-12-19,100051730,16,1973,Jewellery,UPI,completed
6072,1007305,2021-12-20,100051731,48,3038,Footwear,Debit Card,completed
6073,1007306,2021-12-21,100051732,36,3902,Beauty,Debit Card,completed
6074,1007307,2021-12-22,100051733,43,4111,Kid's Clothing,Credit Card,completed
6075,1007308,2021-12-23,100051734,8,1848,Men's Clothing,UPI,completed
6076,1007309,2021-12-24,100051735,31,4792,Kid's Clothing,UPI,completed
6077,1007310,2021-12-25,100051736,50,851,Kid's Clothing,Debit Card,completed
6078,1007311,2021-12-26,100051737,31,4985,Accessories,Credit Card,completed
6079,1007312,2021-12-27,100051738,14,3652,Beauty,UPI,completed
6080,1007313,2021-12-28,100051739,15,3639,Beauty,UPI,completed
6081,1007314,2021-12-29,100051740,37,915,Footwear,Debit Card,completed
6082,1007315,2021-12-30,100051741,42,359,Accessories,UPI,completed
6083,1007316,2021-12-31,100051742,22,2899,Footwear,Credit Card,completed
6084,1007317,2022-01-01,100051743,23,3582,Men's Clothing,UPI,completed
6085,1007318,2022-01-02,100051744,40,3604,Accessories,Credit Card,completed
6086,1007319,2022-01-03,100051745,4,3481,Women's Clothing,UPI,completed
6087,1007320,2022-01-04,100051746,50,2456,Gym wear,Debit Card,completed
6088,1007321,2022-01-05,100051747,44,1568,Women's Clothing,Credit Card,completed
6089,1007322,2022-01-06,100051748,25,2887,Winter wear,Credit Card,completed
6090,1007323,2022-01-07,100051749,9,4189,Women's Clothing,Credit Card,completed
6091,1007324,2022-01-08,100051750,1,2316,Women's Clothing,UPI,completed
6092,1007325,2022-01-09,100051751,19,2054,Women's Clothing,Debit Card,completed
6093,1007326,2022-01-10,100051752,33,3482,Winter wear,Credit Card,completed
6094,1007327,2022-01-11,100051753,7,3362,Men's Clothing,UPI,completed
6095,1007328,2022-01-12,100051754,6,2132,Kid's Clothing,Debit Card,completed
6096,1007329,2022-01-13,100051755,1,2076,Footwear,Debit Card,completed
6097,1007330,2022-01-14,100051756,24,4051,Beauty,UPI,completed
6098,1007331,2022-01-15,100051757,14,4970,Men's Clothing,Debit Card,completed
6099,1007332,2022-01-16,100051758,46,1574,Jewellery,Debit Card,completed
6100,1007333,2022-01-17,100051759,47,3110,Gym wear,Debit Card,completed
6101,1007334,2022-01-18,100051760,4,1263,Beauty,Debit Card,completed
6102,1007335,2022-01-19,100051761,5,1118,Winter wear,Credit Card,completed
6103,1007336,2022-01-20,100051762,33,1646,Women's Clothing,UPI,completed
6104,1007337,2022-01-21,100051763,35,3985,Jewellery,Debit Card,completed
6105,1007338,2022-01-22,100051764,21,4812,Women's Clothing,Credit Card,completed
6106,1007339,2022-01-23,100051765,30,1167,Gym wear,Credit Card,completed
6107,1007340,2022-01-24,100051766,13,378,Kid's Clothing,Credit Card,completed
6108,1007341,2022-01-25,100051767,41,4126,Footwear,Debit Card,completed
6109,1007342,2022-01-26,100051768,39,4250,Jewellery,Credit Card,completed
6110,1007343,2022-01-27,100051769,8,2291,Accessories,UPI,completed
6111,1007344,2022-01-28,100051770,11,3154,Men's Clothing,UPI,completed
6112,1007345,2022-01-29,100051771,12,3817,Jewellery,Credit Card,completed
6113,1007346,2022-01-30,100051772,23,3298,Bags,UPI,completed
6114,1007347,2022-01-31,100051773,35,3048,Jewellery,Credit Card,completed
6115,1007348,2022-02-01,100051774,7,1773,Men's Clothing,Credit Card,completed
6116,1007349,2022-02-02,100051775,16,1099,Jewellery,UPI,completed
6117,1007350,2022-02-03,100051776,15,445,Accessories,Credit Card,completed
6118,1007351,2022-02-04,100051777,47,2541,Footwear,UPI,completed
6119,1007352,2022-02-05,100051778,29,3845,Beauty,Credit Card,completed
6120,1007353,2022-02-06,100051779,2,3563,Accessories,Credit Card,completed
6121,1007354,2022-02-07,100051780,29,1743,Jewellery,UPI,completed
6122,1007355,2022-02-08,100051781,22,502,Men's Clothing,Credit Card,completed
6123,1007356,2022-02-09,100051782,34,2268,Winter wear,Credit Card,completed
6124,1007357,2022-02-10,100051783,25,803,Bags,Credit Card,completed
6125,1007358,2022-02-11,100051784,15,2701,Kid's Clothing,Credit Card,completed
6126,1007359,2022-02-12,100051785,3,2760,Gym wear,UPI,completed
6127,1007360,2022-02-13,100051786,30,308,Men's Clothing,UPI,completed
6128,1007361,2022-02-14,100051787,31,3762,Footwear,Credit Card,completed
6129,1007362,2022-02-15,100051788,46,861,Kid's Clothing,UPI,completed
6130,1007363,2022-02-16,100051789,20,1470,Jewellery,Credit Card,completed
6131,1007364,2022-02-17,100051790,8,3889,Accessories,Debit Card,completed
6132,1007365,2022-02-18,100051791,18,2568,Jewellery,Debit Card,completed
6133,1007366,2022-02-19,100051792,48,4484,Kid's Clothing,Credit Card,completed
6134,1007367,2022-02-20,100051793,19,3040,Jewellery,Debit Card,completed
6135,1007368,2022-02-21,100051794,45,2831,Gym wear,UPI,completed
6136,1007369,2022-02-22,100051795,6,2231,Beauty,UPI,completed
6137,1007370,2022-02-23,100051796,47,3863,Kid's Clothing,UPI,completed
6138,1007371,2022-02-24,100051797,15,1003,Footwear,Credit Card,completed
6139,1007372,2022-02-25,100051798,33,4209,Jewellery,Debit Card,completed
6140,1007373,2022-02-26,100051799,17,4301,Beauty,UPI,completed
6141,1007374,2022-02-27,100051800,39,4320,Women's Clothing,Credit Card,completed
6142,1007375,2022-02-28,100051801,50,513,Accessories,UPI,completed
6143,1007376,2022-03-01,100051802,39,2697,Bags,Debit Card,completed
6144,1007377,2022-03-02,100051803,49,2642,Beauty,UPI,completed
6145,1007378,2022-03-03,100051804,13,2437,Women's Clothing,Debit Card,completed
6146,1007379,2022-03-04,100051805,43,3409,Gym wear,UPI,completed
6147,1007380,2022-03-05,100051806,28,1942,Bags,Debit Card,completed
6148,1007381,2022-03-06,100051807,23,340,Winter wear,Credit Card,completed
6149,1007382,2022-03-07,100051808,46,1698,Accessories,UPI,completed
6150,1007383,2022-03-08,100051809,19,813,Accessories,Debit Card,completed
6151,1007384,2022-03-09,100051810,42,4894,Men's Clothing,UPI,completed
6152,1007385,2022-03-10,100051811,11,2408,Footwear,Debit Card,completed
6153,1007386,2022-03-11,100051812,5,414,Winter wear,UPI,completed
6154,1007387,2022-03-12,100051813,21,4706,Men's Clothing,Credit Card,completed
6155,1007388,2022-03-13,100051814,22,4775,Winter wear,UPI,completed
6156,1007389,2022-03-14,100051815,38,4007,Kid's Clothing,Credit Card,completed
6157,1007390,2022-03-15,100051816,7,1652,Kid's Clothing,Debit Card,completed
6158,1007391,2022-03-16,100051817,35,4735,Kid's Clothing,UPI,completed
6159,1007392,2022-03-17,100051818,6,4391,Footwear,Debit Card,completed
6160,1007393,2022-03-18,100051819,2,259,Jewellery,Debit Card,completed
6161,1007394,2022-03-19,100051820,32,4093,Bags,Credit Card,completed
6162,1007395,2022-03-20,100051821,32,4920,Accessories,Debit Card,completed
6163,1007396,2022-03-21,100051822,48,2973,Kid's Clothing,Credit Card,completed
6164,1007397,2022-03-22,100051823,19,4560,Winter wear,Credit Card,completed
6165,1007398,2022-03-23,100051824,2,4825,Bags,Debit Card,completed
6166,1007399,2022-03-24,100051825,12,910,Accessories,Debit Card,completed
6167,1007400,2022-03-25,100051826,7,4380,Gym wear,UPI,completed
6168,1007401,2022-03-26,100051827,30,611,Footwear,Credit Card,completed
6169,1007402,2022-03-27,100051828,6,4781,Women's Clothing,UPI,completed
6170,1007403,2022-03-28,100051829,26,3368,Gym wear,UPI,completed
6171,1007404,2022-03-29,100051830,27,1477,Jewellery,UPI,completed
6172,1007405,2022-03-30,100051831,11,3697,Footwear,UPI,completed
6173,1007406,2022-03-31,100051832,15,1794,Winter wear,Credit Card,completed
6174,1007407,2022-04-01,100051833,22,3065,Gym wear,UPI,completed
6175,1007408,2022-04-02,100051834,2,4428,Bags,Debit Card,completed
6176,1007409,2022-04-03,100051835,30,1569,Women's Clothing,Debit Card,completed
6177,1007410,2022-04-04,100051836,3,4484,Bags,Credit Card,completed
6178,1007411,2022-04-05,100051837,5,4847,Men's Clothing,Credit Card,completed
6179,1007412,2022-04-06,100051838,50,880,Men's Clothing,Credit Card,completed
6180,1007413,2022-04-07,100051839,49,2871,Footwear,UPI,completed
6181,1007414,2022-04-08,100051840,4,4988,Gym wear,Debit Card,completed
6182,1007415,2022-04-09,100051841,38,2900,Jewellery,Credit Card,completed
6183,1007416,2022-04-10,100051842,32,1355,Accessories,Credit Card,completed
6184,1007417,2022-04-11,100051843,47,4219,Women's Clothing,UPI,completed
6185,1007418,2022-04-12,100051844,12,2865,Footwear,Debit Card,completed
6186,1007419,2022-04-13,100051845,40,1066,Men's Clothing,Debit Card,completed
6187,1007420,2022-04-14,100051846,2,441,Winter wear,UPI,completed
6188,1007421,2022-04-15,100051847,23,2350,Jewellery,Credit Card,completed
6189,1007422,2022-04-16,100051848,42,525,Jewellery,Credit Card,completed
6190,1007423,2022-04-17,100051849,26,4337,Beauty,Debit Card,completed
6191,1007424,2022-04-18,100051850,15,1410,Kid's Clothing,Debit Card,completed
6192,1007425,2022-04-19,100051851,38,4407,Accessories,Debit Card,completed
6193,1007426,2022-04-20,100051852,13,3896,Footwear,Debit Card,completed
6194,1007427,2022-04-21,100051853,40,2874,Women's Clothing,UPI,completed
6195,1007428,2022-04-22,100051854,7,1136,Men's Clothing,Debit Card,completed
6196,1007429,2022-04-23,100051855,26,3695,Winter wear,UPI,completed
6197,1007430,2022-04-24,100051856,11,3623,Jewellery,Credit Card,completed
6198,1007431,2022-04-25,100051857,33,3505,Bags,Debit Card,completed
6199,1007432,2022-04-26,100051858,37,573,Gym wear,Debit Card,completed
6200,1007433,2022-04-27,100051859,4,3055,Women's Clothing,UPI,completed
6201,1007434,2022-04-28,100051860,44,939,Jewellery,Debit Card,completed
6202,1007435,2022-04-29,100051861,1,4583,Men's Clothing,UPI,completed
6203,1007436,2022-04-30,100051862,11,3537,Bags,UPI,completed
6204,1007437,2022-05-01,100051863,37,1721,Accessories,Debit Card,completed
6205,1007438,2022-05-02,100051864,21,4761,Beauty,Debit Card,completed
6206,1007439,2022-05-03,100051865,29,1333,Jewellery,Credit Card,completed
6207,1007440,2022-05-04,100051866,39,1107,Women's Clothing,Credit Card,completed
6208,1007441,2022-05-05,100051867,20,1495,Bags,Debit Card,completed
6209,1007442,2022-05-06,100051868,4,406,Accessories,Debit Card,completed
6210,1007443,2022-05-07,100051869,40,3773,Beauty,UPI,completed
6211,1007444,2022-05-08,100051870,31,358,Bags,Credit Card,completed
6212,1007445,2022-05-09,100051871,7,3060,Gym wear,Credit Card,completed
6213,1007446,2022-05-10,100051872,42,2164,Jewellery,Debit Card,completed
6214,1007447,2022-05-11,100051873,46,4832,Bags,Debit Card,completed
6215,1007448,2022-05-12,100051874,17,3876,Women's Clothing,Debit Card,completed
6216,1007449,2022-05-13,100051875,28,3974,Bags,Debit Card,completed
6217,1007450,2022-05-14,100051876,6,3177,Winter wear,Debit Card,completed
6218,1007451,2022-05-15,100051877,40,4130,Kid's Clothing,UPI,completed
6219,1007452,2022-05-16,100051878,16,1083,Women's Clothing,UPI,completed
6220,1007453,2022-05-17,100051879,25,2435,Gym wear,Debit Card,completed
6221,1007454,2022-05-18,100051880,48,3870,Bags,Credit Card,completed
6222,1007455,2022-05-19,100051881,43,1151,Men's Clothing,Debit Card,completed
6223,1007456,2022-05-20,100051882,42,4526,Gym wear,Debit Card,completed
6224,1007457,2022-05-21,100051883,9,2123,Footwear,Credit Card,completed
6225,1007458,2022-05-22,100051884,11,661,Women's Clothing,Debit Card,completed
6226,1007459,2022-05-23,100051885,8,4883,Jewellery,Debit Card,completed
6227,1007460,2022-05-24,100051886,19,484,Women's Clothing,UPI,completed
6228,1007461,2022-05-25,100051887,9,1053,Jewellery,Debit Card,completed
6229,1007462,2022-05-26,100051888,1,1415,Beauty,Debit Card,completed
6230,1007463,2022-05-27,100051889,22,1717,Women's Clothing,UPI,completed
6231,1007464,2022-05-28,100051890,4,1009,Accessories,Debit Card,completed
6232,1007465,2022-05-29,100051891,17,2861,Footwear,Debit Card,completed
6233,1007466,2022-05-30,100051892,25,2594,Kid's Clothing,Credit Card,completed
6234,1007467,2022-05-31,100051893,29,393,Jewellery,Debit Card,completed
6235,1007468,2022-06-01,100051894,43,2948,Jewellery,UPI,completed
6236,1007469,2022-06-02,100051895,31,1656,Gym wear,Debit Card,completed
6237,1007470,2022-06-03,100051896,21,271,Bags,Debit Card,completed
6238,1007471,2022-06-04,100051897,3,2003,Beauty,Debit Card,completed
6239,1007472,2022-06-05,100051898,12,3834,Kid's Clothing,Credit Card,completed
6240,1007473,2022-06-06,100051899,39,3115,Accessories,UPI,completed
6241,1007474,2022-06-07,100051900,8,2889,Kid's Clothing,Debit Card,completed
6242,1007475,2022-06-08,100051901,2,3295,Men's Clothing,Credit Card,completed
6243,1007476,2022-06-09,100051902,7,4280,Winter wear,Debit Card,completed
6244,1007477,2022-06-10,100051903,6,3698,Beauty,UPI,completed
6245,1007478,2022-06-11,100051904,10,3839,Kid's Clothing,Credit Card,completed
6246,1007479,2022-06-12,100051905,47,1775,Men's Clothing,Debit Card,completed
6247,1007480,2022-06-13,100051906,36,2744,Accessories,Credit Card,completed
6248,1007481,2022-06-14,100051907,25,1136,Gym wear,Debit Card,completed
6249,1007482,2022-06-15,100051908,14,2160,Accessories,UPI,completed
6250,1007483,2022-06-16,100051909,37,3273,Accessories,Debit Card,completed
6251,1007484,2022-06-17,100051910,14,1282,Men's Clothing,Debit Card,completed
6252,1007485,2022-06-18,100051911,11,662,Kid's Clothing,Credit Card,completed
6253,1007486,2022-06-19,100051912,17,3950,Men's Clothing,UPI,completed
6254,1007487,2022-06-20,100051913,37,4848,Women's Clothing,UPI,completed
6255,1007488,2022-06-21,100051914,9,4964,Bags,UPI,completed
6256,1007489,2022-06-22,100051915,45,1998,Winter wear,Credit Card,completed
6257,1007490,2022-06-23,100051916,21,3042,Men's Clothing,Credit Card,completed
6258,1007491,2022-06-24,100051917,14,4980,Kid's Clothing,UPI,completed
6259,1007492,2022-06-25,100051918,21,603,Men's Clothing,UPI,completed
6260,1007493,2022-06-26,100051919,35,1965,Women's Clothing,Debit Card,completed
6261,1007494,2022-06-27,100051920,27,1987,Kid's Clothing,Credit Card,completed
6262,1007495,2022-06-28,100051921,21,4839,Bags,Debit Card,completed
6263,1007496,2022-06-29,100051922,10,3454,Gym wear,UPI,completed
6264,1007497,2022-06-30,100051923,10,4075,Jewellery,Credit Card,completed
6265,1007498,2022-07-01,100051924,23,720,Jewellery,UPI,completed
6266,1007499,2022-07-02,100051925,48,2310,Accessories,UPI,completed
6267,1007500,2022-07-03,100051926,35,4625,Bags,Debit Card,completed
6268,1007501,2022-07-04,100051927,29,3256,Men's Clothing,UPI,completed
6269,1007502,2022-07-05,100051928,16,4032,Women's Clothing,UPI,completed
6270,1007503,2022-07-06,100051929,41,3396,Accessories,Credit Card,completed
6271,1007504,2022-07-07,100051930,12,728,Beauty,UPI,completed
6272,1007505,2022-07-08,100051931,9,804,Bags,UPI,completed
6273,1007506,2022-07-09,100051932,37,2808,Men's Clothing,Debit Card,completed
6274,1007507,2022-07-10,100051933,27,3600,Jewellery,UPI,completed
6275,1007508,2022-07-11,100051934,19,2335,Footwear,Credit Card,completed
6276,1007509,2022-07-12,100051935,6,936,Men's Clothing,Credit Card,completed
6277,1007510,2022-07-13,100051936,43,4607,Women's Clothing,Credit Card,completed
6278,1007511,2022-07-14,100051937,9,3163,Accessories,UPI,completed
6279,1007512,2022-07-15,100051938,50,3134,Accessories,UPI,completed
6280,1007513,2022-07-16,100051939,10,1779,Gym wear,Credit Card,completed
6281,1007514,2022-07-17,100051940,32,1214,Gym wear,Debit Card,completed
6282,1007515,2022-07-18,100051941,44,510,Gym wear,UPI,completed
6283,1007516,2022-07-19,100051942,9,1383,Winter wear,UPI,completed
6284,1007517,2022-07-20,100051943,5,2764,Accessories,Credit Card,completed
6285,1007518,2022-07-21,100051944,44,3319,Jewellery,UPI,completed
6286,1007519,2022-07-22,100051945,49,3660,Footwear,Credit Card,completed
6287,1007520,2022-07-23,100051946,25,4929,Gym wear,Debit Card,completed
6288,1007521,2022-07-24,100051947,21,318,Bags,UPI,completed
6289,1007522,2022-07-25,100051948,17,2610,Men's Clothing,UPI,completed
6290,1007523,2022-07-26,100051949,48,3061,Beauty,Debit Card,completed
6291,1007524,2022-07-27,100051950,38,1527,Men's Clothing,Credit Card,completed
6292,1007525,2022-07-28,100051951,42,647,Gym wear,UPI,completed
